model,seed,point,recall,precision,false_positive_rate
financial_only,42,155,1.0,0.07096774193548387,0.7024390243902439
financial_only,42,156,1.0,0.07051282051282051,0.7073170731707317
financial_only,42,157,1.0,0.07006369426751592,0.7121951219512195
financial_only,42,158,1.0,0.06962025316455696,0.7170731707317073
financial_only,42,159,1.0,0.06918238993710692,0.7219512195121951
financial_only,42,160,1.0,0.06875,0.7268292682926829
financial_only,42,161,1.0,0.06832298136645963,0.7317073170731707
financial_only,42,162,1.0,0.06790123456790123,0.7365853658536585
financial_only,42,163,1.0,0.06748466257668712,0.7414634146341463
financial_only,42,164,1.0,0.06707317073170732,0.7463414634146341
financial_only,42,165,1.0,0.06666666666666667,0.751219512195122
financial_only,42,166,1.0,0.06626506024096386,0.7560975609756098
financial_only,42,167,1.0,0.0658682634730539,0.7609756097560976
financial_only,42,168,1.0,0.06547619047619048,0.7658536585365854
financial_only,42,169,1.0,0.0650887573964497,0.7707317073170732
financial_only,42,170,1.0,0.06470588235294118,0.775609756097561
financial_only,42,171,1.0,0.06432748538011696,0.7804878048780488
financial_only,42,172,1.0,0.06395348837209303,0.7853658536585366
financial_only,42,173,1.0,0.06358381502890173,0.7902439024390244
financial_only,42,174,1.0,0.06321839080459771,0.7951219512195122
financial_only,42,175,1.0,0.06285714285714286,0.8
financial_only,42,176,1.0,0.0625,0.8048780487804879
financial_only,42,177,1.0,0.062146892655367235,0.8097560975609757
financial_only,42,178,1.0,0.06179775280898876,0.8146341463414634
financial_only,42,179,1.0,0.061452513966480445,0.8195121951219512
financial_only,42,180,1.0,0.06111111111111111,0.824390243902439
financial_only,42,181,1.0,0.06077348066298342,0.8292682926829268
financial_only,42,182,1.0,0.06043956043956044,0.8341463414634146
financial_only,42,183,1.0,0.060109289617486336,0.8390243902439024
financial_only,42,184,1.0,0.059782608695652176,0.8439024390243902
financial_only,42,185,1.0,0.05945945945945946,0.848780487804878
financial_only,42,186,1.0,0.05913978494623656,0.8536585365853658
financial_only,42,187,1.0,0.058823529411764705,0.8585365853658536
financial_only,42,188,1.0,0.05851063829787234,0.8634146341463415
financial_only,42,189,1.0,0.0582010582010582,0.8682926829268293
financial_only,42,190,1.0,0.05789473684210526,0.8731707317073171
financial_only,42,191,1.0,0.05759162303664921,0.8780487804878049
financial_only,42,192,1.0,0.057291666666666664,0.8829268292682927
financial_only,42,193,1.0,0.05699481865284974,0.8878048780487805
financial_only,42,194,1.0,0.05670103092783505,0.8926829268292683
financial_only,42,195,1.0,0.05641025641025641,0.8975609756097561
financial_only,42,196,1.0,0.05612244897959184,0.9024390243902439
financial_only,42,197,1.0,0.05583756345177665,0.9073170731707317
financial_only,42,198,1.0,0.05555555555555555,0.9121951219512195
financial_only,42,199,1.0,0.05527638190954774,0.9170731707317074
financial_only,42,200,1.0,0.055,0.9219512195121952
financial_only,42,201,1.0,0.05472636815920398,0.926829268292683
financial_only,42,202,1.0,0.054455445544554455,0.9317073170731708
financial_only,42,203,1.0,0.054187192118226604,0.9365853658536586
financial_only,42,204,1.0,0.05392156862745098,0.9414634146341463
financial_only,42,205,1.0,0.05365853658536585,0.9463414634146341
financial_only,42,206,1.0,0.05339805825242718,0.9512195121951219
financial_only,42,207,1.0,0.05314009661835749,0.9560975609756097
